Library,Commit,Root Cause,Date,bug report,PR/Issue,Violation,Impact,Action,condition,Fixing element,Fixing element detail,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/083fd8c4b23104f6b27a871c6469629ace4ee9c3,Edge Cases,2019-03-04 10:10:05, Don't check soname on Windows. This allow users to specify a certain CUDA version on Windows again.,,Insufficient,Others,extend,If Checker,Others,Others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ebeb598c2d1f341d6d641bf58c370cf7b43f6e37,Edge Cases,2019-03-01 20:31:59," Correctly check shape not None in Keras add_weight. When calling Keras add_weight with a np list, as written the `shape or ()` ""trick"" results in the following exception: """"""ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()"""""" This change fixes the problem by using an explicit `if`.",,Missing,Others,add,If Checker,Tensor is Not Empty,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1e38a0025c9a983bf3229299109b5b1781215c7e,Boundary Value,2019-01-30 17:18:25, [XLA] CHECK that sparse indices are in range in MutableLiteralBase::AppendSparseElement. Previously there was no range-checking on sparse elements' indices.,,Missing,Program Crash,add,Macro Checker,In Range Tensor Indexing,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/823b694639a3f49b6adbf9e73a08c529d583878e,Boundary Value,2019-01-29 4:48:40,Add bounds checking when looking at the stack in TF Registry. ,,Missing,Program Crash,add,If Checker,Others,Others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1a73fdfa83bd50695a7d374d14a5cb3835d94d9e,Device Availability,2019-01-09 17:41:51, Add extra check incase segmenter does not exclude CPU in order to prevent segfault,,Missing,Unexpected Behavior,add,If Checker,Available Device,Device,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c7c4a42c4372ca560ea415fe3a798e18286cedec,Edge Cases,2019-01-07 16:38:08,Fix an error in keras input_layer.Input() dtype type checking. ,,Improper,Program Crash,update,If Checker,Tensor is Not Empty,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7e2d53c1c371f38c7f0ef13c1c06336b22a195c0,Edge Cases,2019-01-03 15:51:36,[tf.data] Adds the expected check for better debugging.,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7578e120de2a3a5282ced8d41881f19363f83466,Null Value,2018-12-09 11:22:52," Fix crash on closing the app when classifier failed to initialize. When testing on an API 21 emulator, the classifier fails to initialize. The fix is to check for null before calling `.close()`.",,Missing,Program Crash,add,If Checker,Object is Not Null,Regular Object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/25bae42b3022b00788a29ae6c400922c31f88231,Edge Cases,2018-11-27 21:46:06, Add additional length check for inputs ,,Insufficient,Program Crash,extend,If Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4c75fb1cb917320acb386cf26adeb8e5151ca4f6,Error Message,2018-11-20 13:01:44," Improve error message reporting for check_numerics gradient. At present the op message is only printed if the numeric check fails during the op's 'forward' computation. If the check fails during the gradient, there is no identifier on *which* op's gradient failed.",,Misleading,Confusing Error Message,improve,Macro Checker,Improve error message,Error Message,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c9b4689bc4d4024aa16b7d6cfc1c65fa1ed8486e,Execution Mode,2018-11-06 12:32:01,"Removed no longer supported call to in_eager_execution. Swapped context.in_eager_execution() to the currently supported context.executing_eagerly(). Added negation to eager check. In all likelihood, the negation was always supposed to be there since getting default graph in eager mode does not make sense",,Improper,Unexpected Behavior,update,If Checker,Tensor is Executed in Eager Mode,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/2f3b69e4976d3b14eaa6ae070eb68f37d1556d98,Edge Cases,2018-10-23 16:30:07,Changed empty check ,,Improper,Program Crash,update,If Checker,Object is Not Empty,Regular Object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/40918f36823973e816bd50766b1f447225b1bb9b,Error Message,2018-10-22 18:30:18, Make the type check error message more informative for contrib.layers fully_connected.,,Misleading,Confusing Error Message,improve,If Checker,Improve Error Message,Error Message,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a12b8c4afdca3ac2945d62b3b83ca2599ab360f9,Edge Cases,2018-10-02 17:00:29," [xla] Improve validation of Broadcast shape. If one misreads the semantics of this instruction, it's easy to cause an out of bounds access into the dimensions here. Add an extra check to return a proper error to the user rather than crashing in that case.",,Insufficient,Program Crash,extend,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/5cedb0427bd4db4117182da8bc0680dd555b4f49,Edge Cases,2018-09-26 13:37:15,Add checks for dilation_rate. ,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/05ec322172958f6e67e4bcaef4681e6aa54fabeb,Edge Cases,2018-09-19 13:55:51, Return error message with illegal input rather than check-failing in op_kernel.,,Missing,Program Crash,add,Macro Checker,Shape Mismatch Between Tensors,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a76646d4b4ad5d56b5e63c139985bbd1eb98dd90,Type Checking,2018-09-17 20:58:44," Add type checking at the beginning of tpu.shard(). Otherwise a message like ""TypeError: Tensor objects are only iterable when eager execution is enabled. To iterate over this tensor use tf.map_fn."" will be thrown, which is confusing.",,Missing,Confusing Error Message,add,If Checker,Valid Object Type,Regular Object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f8ec0f101bac066faa2e917ac714ca9eea310eac,Edge Cases,2018-09-14 1:40:49,adding checks that pad fusion works only Conv2D,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/51d72a7d7f74784b68916819edd04e890b36f957,Type Checking,2018-09-13 17:59:05," Modified ""_check_is_tensor_or_operation"" to check if ""x"" is ""tensor_like""",,Improper,Unexpected Behavior,replace,Type Checking API,Valid Tensor Type,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9c1f14322484e44a93b77619ffd2e24b9b7a9b1d,Error Message,2018-08-28 16:50:03, Fix error message in TF-keras dataset shape check. (Dimension and tensor # were transposed in the error message),,Misleading,Confusing Error Message,improve,Assertion Statement,Improve Error Message,Error Message,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/abd645085b1dd1496df847b05a1934d471a2f2c0,Device Availability,2018-08-01 4:06:22," Use the correct device ordinal to check whether the device the executable was built for is equivalent to the device the it will run on. Before this patch, if the device to run on was provided via a stream without setting the device ordinal in the ExecutableRunOptions, we would check the default device against the device the executable was built for.",,Missing,Unexpected Behavior,add,If Checker,Available Device,Device,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/27de8e717c1bec91398f5a6be6c7287b657fc960,Edge Cases,2018-07-27 3:20:25," Improve shape function for CudnnRNNParamsSize. In cudnn_rnn_ops.cc, the CudnnRNNParamsSize does not have restrictions on num_layers, num_units, and input_size, though they all should be scalars. This fix adds the shape check of num_layers, num_units, and input_size for CudnnRNNParamsSize.",,Missing,Unexpected Behavior,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f0bf6c5191d224f229808f4b321158d890a481e0,Error Message,2018-07-25 17:47:41,Minor change for better error msg in eager input type checking ,,Misleading,Confusing Error Message,improve,If Checker,Improve Error Message,Error Message,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8eb773d6c23de29dccfc3cf3da441a8552ed13ed,Edge Cases,2018-07-19 13:34:48,XLA] Better shape size validation for sparse arrays. ,,Improper,Others,update,If Checker,Tensor is Not Empty,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9596f534200201bc8206b297f17ec3c5cc9fcff8,Boundary Value,2018-06-21 15:35:45,Fix OOB check for result_index in header generation,,Improper,Program Crash,update,Macro Checker,In Range Tensor Indexing,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/58759659ee547a957c5d36e72f2274ab34fdb6cb,Boundary Value,2018-06-20 14:02:39,Fix OOB check for result_index in header generation,,Improper,Program Crash,update,Macro Checker,In Range Tensor Indexing,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/3550ef89bc66d03b6e2db8e47bf7b038d9f4ceff,Edge Cases,2018-06-18 17:17:23," Convert CheckInputsSize to return a Status instead of CHECK-failing, and convert existing callsites to TF_QCHECK_OK the call. This moves us towards the goal of returning Statuses instead of check-failing in ImportTensorFlowNode().",,Improper,Confusing Error Message,replace,Macro Checker,Others,Others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c1b9ac9f215a3a83f7f0b6233bf4cef0b3e74598,Null Value,2018-06-06 10:53:20,Error checking in c/python code.,,Missing,Program Crash,add,If Checker,Object is Not Null,Regular Object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4a1d1c8413a3752af7dc91a7128e202660b0f05c,Edge Cases,2018-05-29 17:15:16," Fix mismatch of shape restriction in DrawBoundingBoxes. In the kernel of DrawBoundingBoxes, the shape of the input images should be 4-D. Though in the shape function, at the end `UnchangedShapeWithRankAtLeast(c, 3)` was used instead (at the beginning of the shape function the validation is `WithRank(c->input(0), 4, &images)` which is correct). This fix address the discrepancy by changing to `UnchangedShape`.",,Improper,Program Crash,update,Type Checking API,Shape Mismatch Between Tensors,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e4471c403a9e9430839900bd92c067d04580a51b,Edge Cases,2018-05-21 18:48:11,Add additional shape validation to `compute_accidental_hits`,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/694b75a24bce416555425dedc58b0cdcd0d52c1e,Edge Cases,2018-05-21 17:38:18,Shape validation of `max_features` in `QuantizedReluX`,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/5daf3b9131254baa1182fc29d63bafd4b055e0ea,Edge Cases,2018-05-17 18:12:24,Add shape validation in shape function of MapAndBatchDataset,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/181ca305a7954ce86a453a39db0b4f6d10b82720,Edge Cases,2018-05-15 10:51:40," Add shape validation in shape function of MapAndBatchDataset. In MapAndBatchDataset, batch_size, num_parallel_batches, and drop_remainder are 0-D scalars. This fix adds the shape check to those Inputs. Note since the Input of `other_arguments` is a list and is before `batch_size`, the shape of the `batch_size` and others could not be obtained through index like `c->input(2)` etc directly. It is still possible to obtain the ShapeHandle with names `c >input(""batch_size"", &batch_size)`, though.",,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/356f360e8772a2697ec0d30036237342549803f5,Edge Cases,2018-05-13 20:32:50," Add additional shape validation to compute_accidental_hits. In `compute_accidental_hits`, the `sampled_candidates` must be a vector, as is shown in the kernel implementation in `tensorflow/core/kernels candidate_sampler_ops.cc`. This fix adds shape validation of `sampled_candidates` in the shape function whenever possible.",,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7c88788e63f3a747d2794175076db551d768734e,Edge Cases,2018-05-13 20:32:31," Shape validation of max_features in QuantizedReluX. In shape function of QuantizedReluX, `max_value` and `min_features` have shape validation but not `max_features`. This fix add restriction to `max_features` as well.",,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ff6be80a1ec3c353ebd0d17e2f0b46d9097310db,Edge Cases,2018-05-11 12:48:32," Improve the shape function for ParameterizedTruncatedNormal.  The parameters of ParameterizedTruncatedNormal should be 0-D or 1-D, which is checked in ther kernel functions. There is no check in the shape function of the ops. This fix improves the shape function and checks the parameters of ParameterizedTruncatedNormal whever possible.",,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e5cfbd0eceb4dca98b388b13acff499a5420f863,Device Version,2018-04-22 23:00:54,Fix more for cuda version check. ,,Improper,Unexpected Behavior,update,If Checker,Valid Device Version,Device,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/76619c8dea0e480fd48e3b4dcfe0249eb24216b8,Edge Cases,2018-04-19 12:13:53,Validation in shape functions of Dataset ops.* Add shape check for PrependFromQueueAndPaddedBatchDatase. * Add comment for shape check.  * Add shape check for FixedLengthRecordDataset. * Add check for filenames as well. * Add shape check for SqlDataset,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b71b6b8ca9ade8b39d77f0373210fe58dfccf4f4,Edge Cases,2018-04-19 12:13:35,Shape validation with random/shuffle related Dataset ops. * Add shape check for CacheDataset. * Add shape check for ShuffleAndRepeatDataset. * Add check for ShuffleDataset. * Add shape check for RandomDataset. * Add RangeDataset shape check,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/50f6683ca50e6d4e7008d6d1b437b407d6a62e92,Edge Cases,2018-04-19 12:13:21,Add shape check for batch related Dataset ops. * Add shape check for PrefetchDataset * Add BatchDataset shape check  * Add shape check for SlideDataset * Add shape check for DenseToSparseBatchDataset,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/edb29d02765b45e712042725dc06b65f5e610327,Edge Cases,2018-04-19 12:10:53,Add shape check to TextLineDataset op,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9187be7adff07be82856add498aa3ff4b5f95998,Edge Cases,2018-04-18 12:05:05,add checks for compression_type and buffer_size also,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
